inchi_key,canonical_smiles,name,vivo_dilirank,vivo_livertox,vivo_dailymed,vivo_pubmed,vivo_ctd,vivo_faers,vivo_chembl,vivo_marketed_clean_neg,has_dilirank,has_livertox,has_dm_boxed
BGNXCDMCOKJUMV-UHFFFAOYSA-N,CC(C)(C)c1cc(O)ccc1O,Tert-Butylhydroquinone,unknown,,,,medium,,,1.0,False,False,False
OBKXEAXTFZPCHS-UHFFFAOYSA-N,O=C(O)CCCc1ccccc1,PHENYLBUTANOIC ACID,Ambiguous-DILI-Concern,E,,,medium,,1.0,1.0,False,True,False
VGZSUPCWNCWDAN-UHFFFAOYSA-N,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,ACETOHEXAMIDE,unknown,,,,strong,,,1.0,False,False,False
XAGMUUZPGZWTRP-ZETCQYMHSA-N,C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,pazufloxacin,unknown,,,,,,1.0,1.0,False,False,False
KYYIDSXMWOZKMP-UHFFFAOYSA-N,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,DESVENLAFAXINE,vLess-DILI-Concern,,,,,,1.0,1.0,True,False,False
LCKIEQZJEYYRIY-UHFFFAOYSA-N,[Ti+4],titanium dioxide,unknown,,,,weak,,,1.0,False,False,False
XBJBPGROQZJDOJ-UHFFFAOYSA-N,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,fleroxacin,unknown,,,,strong,,1.0,1.0,False,False,False
BSWWXRFVMJHFBN-UHFFFAOYSA-N,Oc1c(Br)cc(Br)cc1Br,"2,4,6-Tribromophenol",unknown,,,,medium,,,1.0,False,False,False
IWUCXVSUMQZMFG-UHFFFAOYSA-N,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,Ribavirin,vLess-DILI-Concern,E,,medium,strong,medium,,,True,True,False
IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O,Palmitic Acid,unknown,,,,strong,,,1.0,False,False,False
WTARULDDTDQWMU-UHFFFAOYSA-N,C=C1CCC2CC1C2(C)C,Beta-Pinene,unknown,,,,weak,,,1.0,False,False,False
YHHSONZFOIEMCP-UHFFFAOYSA-N,C[N+](C)(C)CCOP(=O)([O-])O,phosphorylcholine,unknown,,,,weak,,,1.0,False,False,False
JGFDZZLUDWMUQH-UHFFFAOYSA-N,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,Didecyldimethylammonium,unknown,,,,medium,,,1.0,False,False,False
DGAIEPBNLOQYER-UHFFFAOYSA-N,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,IOPROMIDE,unknown,,,,,,1.0,1.0,False,False,False
YBGZDTIWKVFICR-UHFFFAOYSA-N,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,OCTINOXATE,unknown,,,,,,1.0,1.0,False,False,False
KGBXLFKZBHKPEV-UHFFFAOYSA-N,OB(O)O,boric acid,unknown,,,,strong,,,1.0,False,False,False
HMJIYCCIJYRONP-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,Isradipine,vLess-DILI-Concern,E,,,strong,,,,True,True,False
NIXOWILDQLNWCW-UHFFFAOYSA-N,C=CC(=O)O,Acrylic Acid,unknown,,,,medium,,,1.0,False,False,False
MXAYKZJJDUDWDS-UHFFFAOYSA-N,CC(C)CC(NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,Ixazomib,,E,warning_hepatotox,,,,,,False,True,False
BXNANOICGRISHX-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,Coumaphos,unknown,,,,weak,,,1.0,False,False,False
BCQZXOMGPXTTIC-UHFFFAOYSA-N,FC(F)(F)C(Cl)Br,HALOTHANE,unknown,A,,strong,strong,,1.0,1.0,False,True,False
XJGVXQDUIWGIRW-UHFFFAOYSA-N,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,LOXAPINE,Ambiguous-DILI-Concern,D,,,,,1.0,1.0,False,True,False
VEQOALNAAJBPNY-UHFFFAOYSA-N,Cc1cc(=O)n(-c2ccccc2)n1C,phenazone,unknown,,,,weak,,1.0,1.0,False,False,False
BLXXJMDCKKHMKV-UHFFFAOYSA-N,COc1ccc2cc(CCC(C)=O)ccc2c1,NABUMETONE,Ambiguous-DILI-Concern,E,,,weak,,,0.0,False,True,False
NOOLISFMXDJSKH-UHFFFAOYSA-N,CC1CCC(C(C)C)C(O)C1,MENTHOL,unknown,,,,medium,,,1.0,False,False,False
RWQNBRDOKXIBIV-UHFFFAOYSA-N,Cc1c[nH]c(=O)[nH]c1=O,Thymine,unknown,,,,weak,,,1.0,False,False,False
CWYNVVGOOAEACU-UHFFFAOYSA-N,[Fe+2],ferrous chloride,vNo-DILI-Concern,,,,medium,,,1.0,True,False,False
UBQYURCVBFRUQT-UHFFFAOYSA-N,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,Deferoxamine mesylate,vLess-DILI-Concern,E,,weak,strong,,1.0,,True,True,False
OELFLUMRDSZNSF-BRWVUGGUSA-N,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,NATEGLINIDE,unknown,,,,,,1.0,1.0,False,False,False
YBBJKCMMCRQZMA-UHFFFAOYSA-N,On1ccccc1=S,Pyrithione,unknown,,,,medium,,,1.0,False,False,False
SPJAGILXQBHHSZ-UHFFFAOYSA-N,O=c1[nH]c(=O)n(COCCO)cc1Cc1ccccc1,Benzylacyclouridine,unknown,,,,weak,,,1.0,False,False,False
BHXLLRXDAYEMPP-SBGRAJFYSA-N,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc(N)n3CCO)CS[C@H]12)c1csc(N)n1,cefoselis,unknown,,,,,,1.0,1.0,False,False,False
ZDXPYRJPNDTMRX-VKHMYHEASA-N,NC(=O)CC[C@H](N)C(=O)O,GLUTAMINE,unknown,,,,,,1.0,1.0,False,False,False
YRCWQPVGYLYSOX-UHFFFAOYSA-N,CNCC(O)c1ccc(O)cc1,oxedrine,unknown,,,,medium,,,1.0,False,False,False
WWYNJERNGUHSAO-UHFFFAOYSA-N,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,Ovrette,vNo-DILI-Concern,,boxed_hepatotox,medium,strong,,,1.0,True,False,True
XEEQGYMUWCZPDN-DOMZBBRYSA-N,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,mefloquine,unknown,,,,,,1.0,1.0,False,False,False
RGPDEAGGEXEMMM-UHFFFAOYSA-N,CN1CCOC(c2ccccc2)c2ccccc2C1,nefopam,unknown,,,,,,1.0,1.0,False,False,False
UGFHIPBXIWJXNA-UHFFFAOYSA-N,Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,Liarozole,unknown,,,,,,1.0,1.0,False,False,False
BRUQQQPBMZOVGD-UHFFFAOYSA-N,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,Oxycodone hydrochloride,vLess-DILI-Concern,E,boxed_hepatotox,,medium,strong,,,True,True,True
OWQIUQKMMPDHQQ-UHFFFAOYSA-N,CCN(CC)CC(C)(C)COC(=O)c1ccc(N)cc1,dimethocaine,unknown,,,,weak,,,1.0,False,False,False
IDEHCMNLNCJQST-UHFFFAOYSA-N,NCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12,N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide,unknown,,,,medium,,,1.0,False,False,False
QDUIJCOKQCCXQY-WHJQOFBOSA-N,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccn4ncccc43)CS[C@H]12)c1nsc(N)n1,cefozopran,unknown,,,,,,1.0,1.0,False,False,False
BHPQYMZQTOCNFJ-UHFFFAOYSA-N,[Ca+2],CALCIUM CHLORIDE,unknown,,,,medium,medium,,1.0,False,False,False
KRHYYFGTRYWZRS-UHFFFAOYSA-N,F,hydrofluoric acid,unknown,,,,weak,,,1.0,False,False,False
QHMBSVQNZZTUGM-UHFFFAOYSA-N,C=C(C)C1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O,Cannabidiol,Ambiguous-DILI-Concern,E,,,medium,,,,False,True,False
LWJROJCJINYWOX-UHFFFAOYSA-L,Cl[Hg]Cl,mercuric chloride,unknown,,,,strong,,,1.0,False,False,False
LRFVTYWOQMYALW-UHFFFAOYSA-N,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,Xanthine,unknown,,,,medium,,,1.0,False,False,False
HBBGRARXTFLTSG-UHFFFAOYSA-N,[Li+],Lithium ion,unknown,E,,,strong,weak,1.0,1.0,False,True,False
PPJYSSNKSXAVDB-UHFFFAOYSA-N,O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,Tetraiodothyroacetic acid,unknown,,,,medium,,,1.0,False,False,False
OROGSEYTTFOCAN-UHFFFAOYSA-N,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,Codeine sulfate,vNo-DILI-Concern,,boxed_hepatotox,weak,weak,,,,True,False,True
XNGIFLGASWRNHJ-UHFFFAOYSA-N,O=C(O)c1ccccc1C(=O)O,Phthalic Acid,unknown,,,,medium,,,1.0,False,False,False
VWFCHDSQECPREK-UHFFFAOYSA-N,Nc1ccn(CC(CO)OCP(=O)(O)O)c(=O)n1,Cidofovir,Ambiguous-DILI-Concern,E,,,strong,,,,False,True,False
ZPFXAOWNKLFJDN-UHFFFAOYSA-N,CCN(CCCc1ccccc1)CCCc1ccccc1,alverine,unknown,,,weak,strong,,,1.0,False,False,False
ALEXXDVDDISNDU-UHFFFAOYSA-N,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,Hydrocortisone acetate,vNo-DILI-Concern,,,,,strong,,,True,False,False
JTVPZMFULRWINT-UHFFFAOYSA-N,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,tiapride,unknown,,,,medium,,,1.0,False,False,False
JUVIOZPCNVVQFO-HBGVWJBISA-N,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,Rotenone,unknown,,,,,,1.0,1.0,False,False,False
OGBMKVWORPGQRR-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(N)CO)C(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC(N)=O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C)C(C)C,Teriparatide acetate,vLess-DILI-Concern,E,,,,,,,True,True,False
GOLXRNDWAUTYKT-UHFFFAOYSA-N,O=C(O)CCc1c[nH]c2ccccc12,1H-Indole-3-propanoic acid,unknown,,,,weak,,,1.0,False,False,False
MGQLHRYJBWGORO-UHFFFAOYSA-N,CNC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1,balofloxacin,unknown,,,,,,1.0,1.0,False,False,False
MHIGBKBJSQVXNH-IWVLMIASSA-N,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,METHACYCLINE,unknown,,,,,,1.0,1.0,False,False,False
SSMIFVHARFVINF-UHFFFAOYSA-N,Nc1ccc2c3c(cccc13)C(=O)NC2=O,"4-Amino-1,8-naphthalimide",unknown,,,,weak,,,1.0,False,False,False
VMWNQDUVQKEIOC-UHFFFAOYSA-N,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,Apomorphine hydrochloride,vNo-DILI-Concern,E,,,weak,,,,True,True,False
KQKPFRSPSRPDEB-UHFFFAOYSA-N,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,SUMATRIPTAN,Ambiguous-DILI-Concern,,,,medium,,1.0,1.0,False,False,False
HAMGRBXTJNITHG-UHFFFAOYSA-N,CN=C=O,Methyl Isocyanate,unknown,,,,medium,,,1.0,False,False,False
NPAGDVCDWIYMMC-IZPLOLCNSA-N,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O,nandrolone,unknown,,,,,,1.0,1.0,False,False,False
PFOLLRNADZZWEX-FFGRCDKISA-N,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,BACAMPICILLIN,unknown,,,,,,1.0,1.0,False,False,False
XLOQNFNTQIRSOX-UHFFFAOYSA-N,CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,aceprometazine,unknown,,,,,,1.0,1.0,False,False,False
WVPAABNYMHNFJG-QDVBXLKVSA-N,CC/C=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(COC(N)=O)CS[C@H]12)c1csc(N)n1,cefcapene pivoxil,unknown,,,,,,1.0,1.0,False,False,False
KQXKVJAGOJTNJS-UHFFFAOYSA-N,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,Penbutolol sulfate,vNo-DILI-Concern,E,,,weak,,,,True,True,False
XVUQHFRQHBLHQD-UHFFFAOYSA-N,O=C(O)Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,lonazolac,unknown,,,,,,1.0,1.0,False,False,False
PFENFDGYVLAFBR-UHFFFAOYSA-N,CCOC(=O)c1c(N)sc2c1CCN(Cc1ccccc1)C2,tinoridine,unknown,,,,,,1.0,1.0,False,False,False
FAIIFDPAEUKBEP-UHFFFAOYSA-N,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,nilvadipine,unknown,,,,,,1.0,1.0,False,False,False
GKCBAIGFKIBETG-UHFFFAOYSA-N,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,TETRACAINE,unknown,,,,weak,,,1.0,False,False,False
ZNQVEEAIQZEUHB-UHFFFAOYSA-N,CCOCCO,Glycol monoethyl ether,unknown,,,,weak,,,1.0,False,False,False
SRVJKTDHMYAMHA-WUXMJOGZSA-N,CC(=O)Nc1ccc(/C=N/NC(N)=S)cc1,Amithiozone,unknown,,,,,,1.0,1.0,False,False,False
OLVCFLKTBJRLHI-AXAPSJFSSA-N,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,cefamandole,unknown,,,,,,1.0,1.0,False,False,False
LPLLVINFLBSFRP-UHFFFAOYSA-N,CNC(C)C(=O)c1ccccc1,Monomethylpropion,unknown,,,,weak,,,1.0,False,False,False
GBFLZEXEOZUWRN-VKHMYHEASA-N,N[C@@H](CSCC(=O)O)C(=O)O,carbocisteine,unknown,,,,,,1.0,1.0,False,False,False
LXBIFEVIBLOUGU-UHFFFAOYSA-N,OCC1NCC(O)C(O)C1O,Migalastat hydrochloride,vNo-DILI-Concern,E,,,medium,,,,True,True,False
LGYTZKPVOAIUKX-UHFFFAOYSA-N,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,kebuzone,unknown,,,,,,1.0,1.0,False,False,False
QFOHBWFCKVYLES-UHFFFAOYSA-N,CCCCOC(=O)c1ccc(O)cc1,Butylparaben,unknown,,,,medium,,,1.0,False,False,False
CVSVTCORWBXHQV-UHFFFAOYSA-N,CN(CC(=O)O)C(=N)N,creatine,unknown,,,,strong,,,1.0,False,False,False
JIEKMACRVQTPRC-UHFFFAOYSA-N,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,fentiazac,unknown,,,,,,1.0,1.0,False,False,False
AIZFEOPQVZBNGH-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1,bentazepam,unknown,,,weak,,,1.0,1.0,False,False,False
QELSKZZBTMNZEB-UHFFFAOYSA-N,CCCOC(=O)c1ccc(O)cc1,propylparaben,unknown,,,,medium,,,1.0,False,False,False
HXQVQGWHFRNKMS-UHFFFAOYSA-M,CC[Hg]Sc1ccccc1C(=O)O,Ethylmercury thiosalicylate,unknown,,,,medium,,,1.0,False,False,False
GQPLMRYTRLFLPF-UHFFFAOYSA-N,N#[N+][O-],nitrous oxide,unknown,,,weak,,,1.0,1.0,False,False,False
TXBBUSUXYMIVOS-UHFFFAOYSA-N,O=C(CC(=O)C(F)(F)F)c1cccs1,Thenoyltrifluoroacetone,unknown,,,,medium,,,1.0,False,False,False
NGOGFTYYXHNFQH-UHFFFAOYSA-N,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,fasudil,unknown,,,,medium,,,1.0,False,False,False
LEBVLXFERQHONN-UHFFFAOYSA-N,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,BUPIVACAINE,unknown,,,weak,medium,,,1.0,False,False,False
MKXZASYAUGDDCJ-UHFFFAOYSA-N,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,Dextromethorphan polistirex,vNo-DILI-Concern,,,,strong,,,,True,False,False
ALLWOAVDORUJLA-UHFFFAOYSA-N,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,rebamipide,unknown,,,,medium,,,1.0,False,False,False
ZXSWTMLNIIZPET-ZOFHRBRSSA-N,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,methylestrenolone,unknown,,,,,,1.0,1.0,False,False,False
TTZHDVOVKQGIBA-UHFFFAOYSA-N,CC(C)OC(=O)C(C)NP(=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(C)(F)C1O)Oc1ccccc1,Sofosbuvir,vNo-DILI-Concern,A,,,,medium,,,True,True,False
QMHSXPLYMTVAMK-UHFFFAOYSA-N,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,PYRVINIUM,unknown,,,,medium,,,1.0,False,False,False
GSEJCLTVZPLZKY-UHFFFAOYSA-N,OCCN(CCO)CCO,trolamine,unknown,,,,weak,,,1.0,False,False,False
IPVQLZZIHOAWMC-UHFFFAOYSA-N,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,Perindopril erbumine,Ambiguous-DILI-Concern,E,,,medium,,,,False,True,False
JPVYNHNXODAKFH-UHFFFAOYSA-N,[Cu+2],cupric chloride,vNo-DILI-Concern,,,,strong,,,1.0,True,False,False
VLLFGVHGKLDDLW-SFHVURJKSA-N,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,Atabecestat,unknown,,,,,,1.0,1.0,False,False,False
NMUSYJAQQFHJEW-UHFFFAOYSA-N,Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,Azacitidine,Ambiguous-DILI-Concern,E,warning_hepatotox,,strong,,,,False,True,False
LXIKEPCNDFVJKC-QXMHVHEDSA-N,NC(=O)N1C(=O)/C(=C(\O)c2cccs2)c2cc(Cl)ccc21,tenidap,unknown,,,,,,1.0,1.0,False,False,False
BAINIUMDFURPJM-UHFFFAOYSA-N,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,oxatomide,unknown,,,weak,,,1.0,1.0,False,False,False
IYRMWMYZSQPJKC-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,Kaempferol,unknown,,,,medium,,,1.0,False,False,False
UJEWTUDSLQGTOA-UHFFFAOYSA-N,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,piretanide,unknown,,,,,,1.0,1.0,False,False,False
JKKFKPJIXZFSSB-CBZIJGRNSA-N,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,ESTRONE SULFURIC ACID,unknown,,,,,,1.0,1.0,False,False,False
JVTAAEKCZFNVCJ-UHFFFAOYSA-N,CC(O)C(=O)O,SODIUM LACTATE,vNo-DILI-Concern,,,,medium,,1.0,1.0,True,False,False
MMXZSJMASHPLLR-UHFFFAOYSA-N,O=C(O)c1cc(C(=O)O)c2c(n1)C(=O)C(=O)c1cc(C(=O)O)[nH]c1-2,Pyrroloquinoline Quinone,unknown,,,,medium,,,1.0,False,False,False
SHXWCVYOXRDMCX-UHFFFAOYSA-N,CNC(C)Cc1ccc2c(c1)OCO2,"3,4-Methylenedioxymethamphetamine",unknown,,,strong,strong,,,1.0,False,False,False
QHZQILHUJDRDAI-UHFFFAOYSA-N,CCCCOCC(CN1C(=O)NC(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,febarbamate,unknown,,,,strong,,1.0,1.0,False,False,False
YEHCICAEULNIGD-UHFFFAOYSA-N,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,Pergolide mesylate,Ambiguous-DILI-Concern,E,,,weak,,,,False,True,False
XDXWLKQMMKQXPV-QYQHSDTDSA-N,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,ELTROMBOPAG,unknown,,,,,,1.0,1.0,False,False,False
HHHKFGXWKKUNCY-FHWLQOOXSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,cilazapril,unknown,,,,,,1.0,1.0,False,False,False
MFZWMTSUNYWVBU-UHFFFAOYSA-N,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,hycanthone,unknown,,,medium,,,1.0,1.0,False,False,False
GUTLYIVDDKVIGB-UHFFFAOYSA-N,[Co],Cobalt,unknown,,,,medium,,,1.0,False,False,False
XXAXVMUWHZHZMJ-UHFFFAOYSA-N,O=S(=O)(O)c1cc(O)c(O)c(S(=O)(=O)O)c1,"Antimony bis(pyrocatechol-2,4-disulfonate) heptahydrate",unknown,,,,medium,,,1.0,False,False,False
NIJJYAXOARWZEE-UHFFFAOYSA-N,CCCC(CCC)C(=O)O,VALPROATE SODIUM,vMost-DILI-Concern,A,boxed_hepatotox,strong,strong,weak,1.0,1.0,True,True,True
VXKHXGOKWPXYNA-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O,Triptorelin pamoate,vLess-DILI-Concern,E,,,,,,,True,True,False
NMCHYWGKBADVMK-UHFFFAOYSA-N,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,fenetylline,unknown,,,,medium,,,1.0,False,False,False
HSHNITRMYYLLCV-UHFFFAOYSA-N,Cc1cc(=O)oc2cc(O)ccc12,hymecromone,unknown,,,,medium,,,1.0,False,False,False
MYBLAOJMRYYKMS-RTRLPJTCSA-N,O=NN(CCCl)C(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,chlorozotocin,unknown,,,,,,1.0,1.0,False,False,False
FPZLLRFZJZRHSY-HJYUBDRYSA-N,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,TIGECYCLINE,unknown,,,,,,1.0,1.0,False,False,False
YJYPHIXNFHFHND-UHFFFAOYSA-N,COc1ccc2cccc(CCNC(C)=O)c2c1,AGOMELATINE,unknown,,,weak,,,,1.0,False,False,False
XBDQKXXYIPTUBI-UHFFFAOYSA-N,CCC(=O)O,Propionic Acid,unknown,,,,medium,,,1.0,False,False,False
XYKWNRUXCOIMFZ-UHFFFAOYSA-N,COc1ccc(-n2nc(CCC(=O)N(C)O)cc2-c2ccc(Cl)cc2)cc1,Tepoxalin,unknown,,,,,,1.0,1.0,False,False,False
QGJUIPDUBHWZPV-UHFFFAOYSA-N,N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2,Saxagliptin hydrochloride,vLess-DILI-Concern,E,,,,,,,True,True,False
UYXTWWCETRIEDR-UHFFFAOYSA-N,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,Tributyrin,unknown,,,,medium,,,1.0,False,False,False
HGGAKXAHAYOLDJ-FHZUQPTBSA-N,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12,faropenem,unknown,,,,,,1.0,1.0,False,False,False
AFLFKFHDSCQHOL-IZZDOVSWSA-N,CSc1ccc(C(=O)/C=C/c2cc(C)c(OC(C)(C)C(=O)O)c(C)c2)cc1,ELAFIBRANOR,unknown,,,,,,1.0,1.0,False,False,False
QCUPYFTWJOZAOB-HYXAFXHYSA-N,C/C=C(/CC)C(=O)NC(N)=O,ectylurea,unknown,,,,,,1.0,1.0,False,False,False
XKLMZUWKNUAPSZ-UHFFFAOYSA-N,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,RANOLAZINE,vNo-DILI-Concern,D,,,,,,1.0,True,True,False
RNFNDJAIBTYOQL-UHFFFAOYSA-N,OC(O)C(Cl)(Cl)Cl,chloral hydrate,unknown,E,,,medium,,,1.0,False,True,False
RKUNBYITZUJHSG-FXUDXRNXSA-N,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2,hyoscyamine,unknown,,,,,,1.0,1.0,False,False,False
SEOVTRFCIGRIMH-UHFFFAOYSA-N,O=C(O)Cc1c[nH]c2ccccc12,Indole-3-Acetic Acid,unknown,,,,medium,,,1.0,False,False,False
HJJPJSXJAXAIPN-UHFFFAOYSA-N,COC(=O)C1=CCCN(C)C1,Arecoline,unknown,,,,strong,,,1.0,False,False,False
DERZBLKQOCDDDZ-UHFFFAOYSA-N,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,1-(Diphenylmethyl)-4-(3-phenylprop-2-enyl)piperazine,unknown,,,,strong,,,1.0,False,False,False
KSEBMYQBYZTDHS-HWKANZROSA-N,COc1cc(/C=C/C(=O)O)ccc1O,Ferulic Acid,unknown,,,,,,1.0,1.0,False,False,False
