inchi_key,canonical_smiles,name,vivo_dilirank,vivo_livertox,vivo_dailymed,vivo_pubmed,vivo_ctd,vivo_chembl,vivo_faers
KKJZEUXMWDXPAU-UHFFFAOYSA-N,NC1=CC(=Nc2ccc(N)cc2)C(N)=CC1=Nc1ccc(N)cc1,Bandrowski's base,,,,,medium,,
SYCHUQUJURZQMO-UHFFFAOYSA-N,CN1C(C(=O)Nc2nccs2)=C(O)c2ccccc2S1(=O)=O,CHEMBL20634,,,,,,1.0,
LKAJKIOFIWVMDJ-UHFFFAOYSA-N,CC12Cc3cn[nH]c3CC1CCC1C2CCC2(C)C1CCC2(C)O,Stanozolol,,,,medium,,,
HVFLCNVBZFFHBT-UHFFFAOYSA-N,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1,Cefepime,,,,,weak,,
DBPWSSGDRRHUNT-UHFFFAOYSA-N,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,17-alpha-Hydroxyprogesterone,,,,,medium,,
UIXPTCZPFCVOQF-UHFFFAOYSA-N,COC1=C(OC)C(=O)C(C)=CC1=O,ubiquinone-O,,,,,medium,,
NBRBXGKOEOGLOI-UHFFFAOYSA-N,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,DASABUVIR,unknown,,,weak,,,
SECPZKHBENQXJG-UHFFFAOYSA-N,CCCCCCC=CCCCCCCCC(=O)O,palmitoleic acid,,,,,weak,,
UMZARYXKQBKPOL-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OCC1(O)CC23CCC4c5ccoc5C=CC4(C)C2CCC1C3,kahweol palmitate,,,,,medium,,
VRYALKFFQXWPIH-UHFFFAOYSA-N,O=CCC(O)C(O)C(O)CO,Deoxyglucose,,,,,medium,,
UVYVLBIGDKGWPX-UHFFFAOYSA-N,CC1CCC2(OC1)OC1C(O)C3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C1C2C,Digitonin,,,,,weak,,
NKMDIWKRKQFYPH-UHFFFAOYSA-N,CC(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCCC(C)(C)C5CCC43C)C12,lupane,,,,,medium,,
BLWUSAVPLFNOFW-UHFFFAOYSA-N,O=[Si](O)O[Si](=O)O,erionite,,,,,medium,,
AZKVWQKMDGGDSV-UHFFFAOYSA-N,COC(=O)C1=COC(O)C2C(CO)=CCC12,genipin,,,,,medium,,
HAVWRBANWNTOJX-UHFFFAOYSA-N,COc1cc2ccc(=O)oc2c(O)c1O,fraxetin,,,,,medium,,
IZKSMIBPGSWAMO-UHFFFAOYSA-N,CN1CCC(Oc2ccc(N3C(=S)N(c4cnc(C#N)c(C(F)(F)F)c4)C(=O)C34CCC4)cc2)CC1,CHEMBL4865865,,,,,,1.0,
CCTFAOUOYLVUFG-UHFFFAOYSA-N,CC(C)(N=NC(C)(C)C(=N)N)C(=N)N,"2,2'-azobis(2-amidinopropane)",,,,,medium,,
SDHTXBWLVGWJFT-UHFFFAOYSA-N,C=C1C(=O)C23C(O)C1CCC2C12COC3(O)C(O)C1C(C)(C)CCC2O,oridonin,,,,,medium,,
PTQXTEKSNBVPQJ-UHFFFAOYSA-N,CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1,Avasimibe,unknown,,,,weak,,
GXIJYWUWLNHKNW-UHFFFAOYSA-N,O=C1C(Nc2ccccc2)=CC(=O)c2ncccc21,"6-anilino-5,8-quinolinedione",,,,,weak,,
GRXKLBBBQUKJJZ-UHFFFAOYSA-N,CC(OP(C)(=O)F)C(C)(C)C,Soman,,,,,medium,,
IEORSVTYLWZQJQ-UHFFFAOYSA-N,CCCCCCCCCc1ccccc1OCCO,terics,,,,,weak,,
MCGSCOLBFJQGHM-SCZZXKLOSA-N,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,CHEMBL1380,,,,,,1.0,
FLUADVWHMHPUCG-UHFFFAOYSA-N,OCC1OC(OCC2OC(OCC3OC(OCC4OC(OC5(CO)OC(CO)C(O)C5O)C(O)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,verbascose,,,,,medium,,
WEKCEGQSIIQPAQ-UHFFFAOYSA-N,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,acanthoside B,,,,,medium,,
BZCALJIHZVNMGJ-HSZRJFAPSA-N,Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1,Fasiglifam,unknown,,,,,1.0,
IBQMHBGFMLHHLE-UHFFFAOYSA-N,CCN(CC)CCCCCCCCOC(=O)c1cc(OC)c(OC)c(OC)c1,"8-(N,N-diethylamino)octyl-3,4,5-trimethoxybenzoate",,,,,weak,,
YNGDWRXWKFWCJY-UHFFFAOYSA-N,C1=CNC=CC1,"1,4-dihydropyridine",,,,,weak,,
XMQKDOCUWFCMEJ-UHFFFAOYSA-N,CCCCCC(O)c1ccc(C2CCC(=O)C2CCCCCCC(=O)O)cc1,AH 13205,,,,,weak,,
LNVQBBHYPGFSMX-UHFFFAOYSA-N,c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,9-anilinoacridine,,,,,weak,,
KWNDLWPKCDMGTN-UHFFFAOYSA-N,CC1(C)N([O])C(c2ccc(C(=O)O)cc2)=[N+]([O-])C1(C)C,"1,3-dihydroxy-4,4,5,5-tetramethyl-2-(4-carboxyphenyl)tetrahydroimidazole",,,,,medium,,
CSDLKVWYPVAIKE-UHFFFAOYSA-N,COc1cc(O)cc(O)c1C(=O)CC(C)C,CHEMBL3915949,,,,,,1.0,
VHJLVAABSRFDPM-UHFFFAOYSA-N,OC(CS)C(O)CS,Dithiothreitol,,,,,medium,,
ZWJINEZUASEZBH-UHFFFAOYSA-N,O=C(O)c1ccccc1Nc1ccccc1,fenamic acid,,,,,medium,,
DSRJIHMZAQEUJV-UHFFFAOYSA-N,O=C(NN=C1CCCCC1)C(=O)NN=C1CCCCC1,Cuprizone,,,,,medium,,
GRWZHXKQBITJKP-UHFFFAOYSA-N,O=S(O)S(=O)O,Dithionite,,,,,medium,,
AXZWODMDQAVCJE-UHFFFAOYSA-L,Cl[Sn]Cl,stannous chloride,,,,,medium,,
FEALTYYKRMRXTG-UHFFFAOYSA-N,CC(C)=CCc1cc(C(=O)C=Cc2ccc(O)c(O)c2)c(O)cc1O,broussochalcone A,,,,,weak,,
JZWWDTIBYWFKGK-UHFFFAOYSA-N,O=C(CNS(=O)(=O)c1ccccc1C(=O)NCc1ccccc1)Nc1ccc(O)cc1,CHEMBL4778557,,,,,,1.0,
SIGSPDASOTUPFS-UHFFFAOYSA-N,C#CC1(O)C=CC2C3CCC4=CC(=O)CCC4C3CCC21CC,Gestodene,,,,,medium,,
AIONOLUJZLIMTK-UHFFFAOYSA-N,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,hesperetin,,,,,medium,,
TZJALUIVHRYQQB-UHFFFAOYSA-N,COc1ccc(-c2oc3c(CC=C(C)C)c(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc1,icariin,,,,,medium,,
OYHQOLUKZRVURQ-UHFFFAOYSA-N,CCCCCC=CCC=CCCCCCCCC(=O)O,Linoleic Acid,,,,,medium,,
XVULBTBTFGYVRC-UHFFFAOYSA-N,C=CC(C)(O)CCC1C(C)(O)CCC2C(C)(C)CCCC21C,sclareol,,,,,medium,,
VVJDHJZQBGWPEQ-UHFFFAOYSA-N,COC1C=CC=CC=CCC(OC(=O)C(C)NC(=O)C2CCCCC2)C(C)C(O)C(C)=CCCc2cc(O)cc(c2O)NC(=O)C1,mycotrienin II,,,,,weak,,
NBGQZFQREPIKMG-UHFFFAOYSA-N,CC1CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C(=O)O)C5CCC43C)C2C1C,boswellic acid,,,,,weak,,
SEBFKMXJBCUCAI-UHFFFAOYSA-N,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,Silymarin,,,,medium,medium,,
IXARYIJEQUJTIZ-UHFFFAOYSA-N,NC(CCC(=O)NC(CSC(Cl)=CCl)C(=O)NCC(=O)O)C(=O)O,"S-(1,2-dichlorovinyl)glutathione",,,,,weak,,
HKEAFJYKMMKDOR-UHFFFAOYSA-N,O=c1c(-c2ccc(O)cc2)coc2c(C3OC(CO)C(O)C(O)C3O)c(O)ccc12,puerarin,,,,,medium,,
KBDSLGBFQAGHBE-UHFFFAOYSA-N,CC1(C)OC2CC(=O)OCC23C1CC(=O)C1(C)C3CCC2(C)C(c3ccoc3)OC(=O)C3OC321,limonin,,,,,medium,,
UBJVUCKUDDKUJF-UHFFFAOYSA-N,C=CCSCC=C,allyl sulfide,,,,,medium,,
INYYVPJSBIVGPH-UHFFFAOYSA-N,COC1=CC2C3Cc4ccc(OC)c(O)c4C2(CCN3C)CC1=O,sinomenine,,,,,medium,,
ADFWQBGTDJIESE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCc1cccc(O)c1C(=O)O,anacardic acid,,,,,medium,,
KSEBMYQBYZTDHS-UHFFFAOYSA-N,COc1cc(C=CC(=O)O)ccc1O,ferulic acid,,,,,medium,,
XQZVQQZZOVBNLU-UHFFFAOYSA-N,CC12CCC3c4ccc(O)c(O)c4CCC3C1CCC2=O,4-hydroxyestrone,,,,,weak,,
DCVWQAGUQFBCTF-UHFFFAOYSA-N,Cn1c(NO)nc2ncc(-c3ccccc3)cc21,"2-hydroxyamino-1-methyl-6-phenylimidazo(4,5-b)pyridine",,,,,medium,,
BGYNLOSBKBOJJD-UHFFFAOYSA-N,COC1=C(Br)C(O)C(O)(CC#N)C=C1Br,aeroplysinin I,,,,,weak,,
LHHGDZSESBACKH-UHFFFAOYSA-N,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,Chlordecone,,,,,medium,,
YXWCBRDRVXHABN-UHFFFAOYSA-N,CC1(C)C(C=C(Cl)c2ccc(Cl)cc2)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,flumethrin,,,,,weak,,
IBYCYJFUEJQSMK-UHFFFAOYSA-N,CCN=C1Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1,Etifoxine,unknown,,,,,1.0,
FPWNLURCHDRMHC-UHFFFAOYSA-N,Clc1ccc(-c2ccccc2)cc1,4-chlorobiphenyl,,,,,weak,,
DDYJDIHOSRTMSE-UHFFFAOYSA-N,C=CCN1C(=O)CSC1=NNC(=S)NC,CGP 52608,,,,,medium,,
JKAHWGPTNVUTNB-IXPVHAAZSA-N,CN1C[C@H](CC#N)C[C@@H]2c3cccc4[nH]c(Cl)c(c34)C[C@H]21,CHEMBL80937,,,,,,1.0,
KDOLICPJGKZRKU-JQWIXIFHSA-N,CN1CC[C@@H]2Nc3ccccc3[C@@H]2C1,CHEMBL3137679,,,,,,1.0,
ZPMKQFOGINQDAM-UHFFFAOYSA-N,C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21,amitriptylinoxide,unknown,,,,weak,,
FTNJWQUOZFUQQJ-UHFFFAOYSA-N,CC=C(C)C(=O)OC1CC(OC(C)=O)C2(C(=O)OC)COC3C2C12COC(O)(C(=O)OC)C2C(C)(C12OC1(C)C1CC2OC2OC=CC21O)C3O,azadirachtin,,,,,medium,,
GSNHKUDZZFZSJB-QUMGSSFMSA-N,Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,MARAVIROC,unknown,,,,,1.0,
XZFRIPGNUQRGPI-UHFFFAOYSA-N,CCCCCC(O)C=CC1C(O)CC2CC(=CCCCC(=O)O)CC21,carboprostacyclin,,,,,weak,,
GRTBAGCGDOYUBE-UHFFFAOYSA-N,[Y+3],yttrium chloride,,,,,medium,,
WTOYNNBCKUYIKC-UHFFFAOYSA-N,C=C(C)C1CCC2=CC(=O)CC(C)C2(C)C1,nootkatone,,,,,medium,,
UILPJVPSNHJFIK-UHFFFAOYSA-N,COc1ccc(C(C)=O)c(O)c1,paeonol,,,,,medium,,
DPNOTBLPQOITGU-UHFFFAOYSA-N,CCCCCC(O)C=CC1CCC(=O)C1CCCCCCC(=O)O,11-deoxyprostaglandin E1,,,,,weak,,
FCUKFDGGKFWZJB-UHFFFAOYSA-N,Cn1c(=O)c2c(nc3n2CCCCN3Cc2ccc(Cl)c(Cl)c2)n(C)c1=O,CHEMBL4569183,,,,,,1.0,
YTPQSLLEROSACP-UHFFFAOYSA-N,CC(=O)NC(CSSCC(NC(C)=O)C(=O)O)C(=O)O,"N,N-diacetylcystine",,,,,weak,,
RDIMTXDFGHNINN-UHFFFAOYSA-N,C=CC(O)C#CC#CCC(O)C(O)CCCCCCC,panaxytriol,,,,,medium,,
FIDOCHXHMJHKRW-UHFFFAOYSA-N,COCC12CCC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C13)C4N(C)C2,hypaconitine,,,,,medium,,
GVLDSGIQZAFIAN-UHFFFAOYSA-N,C=CC(O)C#CC#CCC1OC1CCCCCCC,panaxydol,,,,,weak,,
WTXGTTBOKVQBGS-UHFFFAOYSA-N,C=C(C=O)CC1CC(O)C2(C)OC3CC4OC5CC6(C)OC7(C)CCC8OC9CC%10(C)OC%11C(C)=CC(=O)OC%11CC%10OC9CC(C)C8OC7CC6OC5CC=CC4OC3CC2O1,brevetoxin,,,,,weak,,
UTMWFJSRHLYRPY-UHFFFAOYSA-N,Clc1cc(Cl)cc(-c2cc(Cl)cc(Cl)c2)c1,aroclor 1248,,,,,medium,,
RUXPNBWPIRDVTH-UHFFFAOYSA-N,CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,CHEMBL6231,,,,,,1.0,
BTDJUKVOKKMSFU-UHFFFAOYSA-N,Cc1ccccc1-c1cccc(CNc2ccc(OCC(=O)O)c(F)c2)c1,CHEMBL4460582,,,,,,1.0,
ORYDPOVDJJZGHQ-UHFFFAOYSA-N,Nc1n[n+]([O-])c2ccccc2[n+]1[O-],Tirapazamine,unknown,,,,weak,,
MTCFGRXMJLQNBG-UHFFFAOYSA-N,NC(CO)C(=O)O,Serine,,,,,medium,,
JULROCUWKLNBSN-UHFFFAOYSA-N,NC(C[Se][Se]CC(N)C(=O)O)C(=O)O,selenocystine,,,,,medium,,
YMNKUHIVVMFOFO-UHFFFAOYSA-N,O=Cc1c2ccccc2cc2ccccc12,9-anthraldehyde,,,,,weak,,
AHBNYVFRDZDQBZ-UHFFFAOYSA-N,CCC(C)C1OC2(CCC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(OP(=O)(O)O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,"22,23-dihydroavermectin B(1)a",,,,,weak,,
DANYIYRPLHHOCZ-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,acacetin,,,,,medium,,
RHVPEFQDYMMNSY-UHFFFAOYSA-N,CC1=NCCc2c1[nH]c1cc(O)ccc21,harmalol,,,,,weak,,
IQVAERDLDAZARL-UHFFFAOYSA-N,CC(C=O)c1ccccc1,hydratropic aldehyde,,,,,weak,,
MPDGHEJMBKOTSU-UHFFFAOYSA-N,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,18alpha-glycyrrhetinic acid,,,,,medium,,
JXSVIVRDWWRQRT-UHFFFAOYSA-N,CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C,asiatic acid,,,,,medium,,
AZZJAARMZMEIHY-UHFFFAOYSA-N,CCCCC(NC(=O)C(CC(C)C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(N)=O)NC(=O)C(N)Cc1ccc(Cl)c(Cl)c1)C(=O)N(C(=O)C1CCCN1C(=O)C(N)CCCCNC(=O)c1cccnc1)C(=O)C1CCCN1C(=O)C(N)Cc1cccnc1,spantide II,,,,,medium,,
BQRGNLJZBFXNCZ-UHFFFAOYSA-N,CC(=O)OCOC(=O)CN(CC(=O)OCOC(C)=O)Cc1cc2c(cc1OC(C)=O)Oc1cc(OC(C)=O)c(CN(CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O)cc1C21OC(=O)c2ccccc21,calcein AM,,,,,medium,,
QYPPRTNMGCREIM-UHFFFAOYSA-N,C[As](=O)(O)O,monomethylarsonic acid,,,,,medium,,
OLHOIERZAZMHGK-UHFFFAOYSA-N,CCOc1ccc2c(C(F)(F)F)cc(=O)oc2c1,7-ethoxy-4-trifluoromethylcoumarin,,,,,weak,,
IPDMWUNUULAXLU-UHFFFAOYSA-N,COc1c(C=O)c(O)cc2c1C(=O)c1ccccc1C2=O,damnacanthal,,,,,weak,,
NFGXHKASABOEEW-UHFFFAOYSA-N,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,Methoprene,,,,,medium,,
GNJXVFXIDHCCKR-UHFFFAOYSA-N,CC(=O)OCOC(=O)CN(CCOCCOCCN(CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O,EGTA acetoxymethyl ester,,,,,weak,,
BZTYNSQSZHARAZ-UHFFFAOYSA-N,Clc1ccc(-c2ccc(Cl)cc2Cl)cc1,"2,4,4'-trichlorobiphenyl",,,,,medium,,
DQFBYFPFKXHELB-UHFFFAOYSA-N,O=C(C=Cc1ccccc1)c1ccccc1,Chalcone,,,,,medium,,
RITKHVBHSGLULN-UHFFFAOYSA-N,NC(CCC(=O)NC(CS)C(=O)O)C(=O)O,gamma-glutamylcysteine,,,,,medium,,
AJFTZWGGHJXZOB-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1,DuP 697,,,,,weak,,
HCAWPGARWVBULJ-UHFFFAOYSA-N,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C)CC21,delta-8-tetrahydrocannabinol,,,,,medium,,
RCNSAJSGRJSBKK-UHFFFAOYSA-N,C=CC1=C(C)C(C=c2[nH]c(=Cc3[nH]c(C=C4NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)=NC1=O,Biliverdine,,,,,medium,,
VBAJECZQEAYMJO-UHFFFAOYSA-N,O=c1cc(-c2ccccc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cc(O)c12,CHEMBL2436703,,,,,,1.0,
VEUZZDOCACZPRY-UHFFFAOYSA-N,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,bromfenacoum,,,,,medium,,
BQCRLWBELMWYQA-UHFFFAOYSA-N,CCCN(CCC)C(=S)S,di-n-propyldithiocarbamate,,,,,weak,,
QFTBWTJGZHUOAW-UHFFFAOYSA-N,N#C[Se]Cc1ccc(C[Se]C#N)cc1,"1,4-phenylenebis(methylene)selenocyanate",,,,,medium,,
FXMKXMJLXRTQSW-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(I)c([N+](=O)[O-])c1,"1-iodo-2,4-dinitrobenzene",,,,,weak,,
LBOJYSIDWZQNJS-UHFFFAOYSA-N,CC12NC(Cc3ccccc31)c1ccccc12,Dizocilpine Maleate,,,,,medium,,
MNFZZNNFORDXSV-UHFFFAOYSA-N,CCN(CC)c1ccc(C=O)cc1,4-(diethylamino)benzaldehyde,,,,,weak,,
PHPWISAFHNEMSR-UHFFFAOYSA-N,CC(=O)Nc1cccc2c1-c1ccccc1C2,4-acetylaminofluorene,,,,,medium,,
DYUUGILMVYJEHY-UHFFFAOYSA-N,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,"2-phenyl-4,4,5,5-tetramethylimidazoline-1-oxyl-3-oxide",,,,,weak,,
DLEGDLSLRSOURQ-UHFFFAOYSA-N,C=COCC(F)(F)F,fluroxene,unknown,,,,,1.0,
SWRFKGRMQVLMKA-UHFFFAOYSA-N,O=C(OC1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC2C2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC12)c1cc(O)c(O)c(O)c1,casuarictin,,,,,weak,,
QNOXYUNHIGOWNY-UHFFFAOYSA-N,COc1cc2ncc(-c3ccccc3)nc2cc1OC,"6,7-dimethoxy-3-phenylquinoxaline",,,,,weak,,
OZSMSRIUUDGTEP-UHFFFAOYSA-N,O=S(=O)(c1cccc2c(Cl)cccc12)N1CCCNCC1,ML 9,,,,,weak,,
AWDRATDZQPNJFN-UHFFFAOYSA-N,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,Taurodeoxycholic Acid,,,,,medium,,
HEYZWPRKKUGDCR-UHFFFAOYSA-N,C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C2C(=O)OCCC21O,swertiamarin,,,,,medium,,
ZVLOPMNVFLSSAA-UHFFFAOYSA-N,C=C1C(=O)OC2CC(C)C3C=CC(=O)C3(C)C(O)C12,helenalin,,,,,medium,,
WWUZIQQURGPMPG-UHFFFAOYSA-N,CCCCCCCCCCCCCC=CC(O)C(N)CO,Sphingosine,,,,,weak,,
VJFHEFUXNJKIJE-UHFFFAOYSA-N,CCN(C)C(=O)C(C)[S+](C)[O-],N-methyl-N-2-(methylsulfinyl)ethylpropionic acid amide,,,,,weak,,
ALFHIHDQSYXSGP-UHFFFAOYSA-N,Clc1ccc(-c2cccc(Cl)c2Cl)c(Cl)c1,aroclor 1242,,,,,medium,,
YURJSTAIMNSZAE-UHFFFAOYSA-N,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3O)CC12C,ginsenoside Rg1,,,,,medium,,
IAVUBSCVWHLRGE-UHFFFAOYSA-N,O=C1C(=C(O)C=Cc2ccc(O)cc2)C(O)=C(C2OC(CO)C(O)C(O)C2O)C(=O)C1(O)C1OC(CO)C(O)C(O)C1O,hydroxysafflor yellow A,,,,,medium,,
ZROGCCBNZBKLEL-UHFFFAOYSA-N,CC1OC(OC2C(=O)c3c(O)cc(O)cc3OC2c2ccc(O)c(O)c2)C(O)C(O)C1O,astilbin,,,,,medium,,
XNZRYTITWLGTJS-UHFFFAOYSA-N,O=c1ccc2nc3ccc(OCc4ccccc4)cc3oc-2c1,benzyloxyresorufin,,,,,weak,,
WSPOMRSOLSGNFJ-AUWJEWJLSA-N,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,CHLORPROTHIXENE,unknown,,,,,1.0,
FKNXQNWAXFXVNW-UHFFFAOYSA-N,CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12,Procaterol,,,,,weak,,
ATKWJXUJUNLTFU-UHFFFAOYSA-N,Oc1ccc(CN=C=S)cc1,4-hydroxybenzyl isothiocyanate,,,,,medium,,
DSNBHJFQCNUKMA-UHFFFAOYSA-N,CCCCCC(O)C=CC1OC2CC(O2)C1CC=CCCCC(=O)O,Thromboxane A2,,,,,medium,,
CMWCOKOTCLFJOP-UHFFFAOYSA-N,[Ti+3],titanium nitride,,,,,weak,,
GBIHOLCMZGAKNG-UHFFFAOYSA-N,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,flucythrinate,,,,,weak,,
AFHJQYHRLPMKHU-UHFFFAOYSA-N,O=C1c2c(O)cccc2C(C2OC(CO)C(O)C(O)C2O)c2cc(CO)cc(O)c21,alloin,,,,,medium,,
XOJVVFBFDXDTEG-UHFFFAOYSA-N,CC(C)CCCC(C)CCCC(C)CCCC(C)C,pristane,,,,,medium,,
RYAUSSKQMZRMAI-UHFFFAOYSA-N,CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,fenpropimorph,,,,,weak,,
GFNNBHLJANVSQV-UHFFFAOYSA-N,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,RTKI cpd,,,,,medium,,
FZKGLCPKPZBGLX-PEOWQWSYSA-N,CC(=O)OCOC(=O)C1=C(COC(N)=O)SC2[C@H]([C@H](C)O)C(=O)N12,CHEMBL3137692,,,,,,1.0,
UIRKNQLZZXALBI-MSVGPLKSSA-N,CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@@H](NCCCNCCCCN)CC[C@]4(C)[C@H]3CC[C@]12C)OS(=O)(=O)O,Squalamine,unknown,,,,,1.0,
MZOFCQQQCNRIBI-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(N)CCCCN)C(=O)NC(CO)C(=O)O,Tumor Necrosis Factor-alpha,,,,medium,,,
LOIYMIARKYCTBW-UHFFFAOYSA-N,O=C(O)C=Cc1cnc[nH]1,Urocanic Acid,,,,,weak,,
LBQIJVLKGVZRIW-UHFFFAOYSA-N,CC1(C)C=Cc2c(ccc3c2OCC(c2ccc(O)cc2O)C3)O1,glabridin,,,,,medium,,
OJLOPKGSLYJEMD-YCVNZHGXSA-N,CCCC[C@](C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,CHEMBL4064157,,,,,,1.0,
PEFASEPMJYRQBW-UHFFFAOYSA-N,CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(OC5OC(C)C(O)C(O)C5O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,robinin,,,,,medium,,
IKGXIBQEEMLURG-UHFFFAOYSA-N,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,Rutin,,,,weak,medium,,
AOYNUTHNTBLRMT-UHFFFAOYSA-N,O=CC(F)C(O)C(O)C(O)CO,Fluorodeoxyglucose F18,,,,weak,,,
CWDBKYUARDUIEM-UHFFFAOYSA-N,CC(C)CC(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(C)NC(=O)C(CC12C=CC3(O)SC3C1S2)NC(=O)C(C)N)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(C=O)C(=O)NC(C)C(=O)O,H 1356,,,,,medium,,
